T_Acc,Alanine,Asparagine,Aspartic.acid,Butanoic.acid.4.amino.,Citric.acid,Fructose,Fumaric.acid,Galactinol,Galactose,Glucose,Glutamic.acid,Glutamine,Glycine,Isoleucine,Lactic.acid,Leucine,Lysine,Malic.acid,Maltose,Myo.Inositol,Ornithine,Oxoglutaric.acid,Phenylalanine,Proline,Putrescine,Pyruvic.acid,Raffinose,Serine,Spermidine,Succinic.acid,Sucrose,Threitol,Threonic.acid,Threonine,Trehalose,Tyrosine,Valine
6C_6105,0.617116037,0.412335262,0.464266791,-0.508432551,-0.270562805,1.193065,0.448996834,0.330145204,-1.418576425,0.671144951,0.225823702,0.006495672,-0.405272722,0.009601169,-0.967359418,-0.287483344,-0.987535716,0.19771438,0.846979329,0.619656201,-0.380669228,0.218860364,0.50475052,0.48241138,0.483797428,-0.864741199,0.185434195,-0.632985369,-0.540049606,-0.296978885,0.623011697,-1.157864563,-0.029643176,-0.316168524,1.183972561,-0.80544662,0.580782568
6C_6106,0.338512498,0.500367021,0.860384307,-0.499571818,-0.50415102,0.521522682,-1.157086385,0.04719094,-0.735640489,0.212359952,0.504204457,0.522604883,-0.564912192,-0.374439781,-1.022180279,-0.488968791,-0.02439479,0.229810151,0.08267512,0.809852856,-0.237162568,0.009340344,0.698118914,1.157924372,1.315723738,-1.502768316,0.046240164,0.007675638,-0.315055951,-0.953057636,0.354899068,-1.369920109,0.492691509,-0.383524159,0.96389403,-0.384374533,0.79136432
6C_6107,-0.366832778,0.253156807,0.684920656,-0.560182441,0.576252922,0.566311127,-0.114075964,1.164222191,0.126383659,0.362599881,0.859547855,0.483226132,-0.137102812,-0.732382606,0.119662018,-1.796804228,-0.295803179,0.393694109,-0.303711803,0.767325879,0.497797812,0.468977116,-0.559029351,0.938939894,0.134515645,-0.506392677,1.145965221,-0.327183024,-0.145498076,-0.538383611,0.370919147,-0.791606916,-0.047287553,-0.761751366,0.121831216,-0.300507443,0.144028137
6C_6109,0.665360667,0.790505362,0.528551589,-0.591159489,-0.411942655,-0.006132298,-1.408932141,-0.053268827,-0.405764346,-0.301732237,0.359596739,1.010088121,0.231017427,0.18131578,0.076912888,0.031243903,-0.779124129,-0.383436363,0.044474922,0.588636808,0.159121198,-0.259377472,0.077692927,0.65600647,0.895122282,-1.3042682,-0.042510611,-0.608436776,-0.391735476,-0.990796843,0.551042437,-1.385651101,0.322844835,-0.129586232,0.485022014,-0.183185961,1.358008251
6C_6111,0.951152238,1.291952696,0.443920082,-0.190196127,0.145501008,-0.014560847,-1.089506828,-0.0696399,-0.454968531,-0.062739771,1.362628549,0.459776428,-0.407374536,0.165285831,-0.347141894,0.400498669,-0.269299446,-0.206269611,-0.1460144,0.603925687,0.200202317,-0.070113622,0.715211513,0.609717532,1.162222673,-0.765932731,-0.210889459,0.010462522,-0.729752555,-0.691634992,-0.01334299,-0.939987274,-0.045556452,-0.295214276,0.318155889,-0.478472947,0.449719003
6C_6114,-0.096000159,0.248140828,0.262387419,-0.441885017,0.340753898,0.318391881,-0.802291034,0.317538983,0.149698208,-0.180164718,0.508149379,0.250693645,-0.015582702,-0.483921865,-0.134110762,-0.621014006,-1.076539024,0.516877391,-0.456917698,0.755048252,-0.500881131,-0.333834299,-0.58411715,0.90867223,0.546117475,-0.608045733,0.400197926,-0.390497288,-0.18583683,-0.069753965,0.038916465,-0.792997381,0.517256947,-0.600375684,0.413151591,-0.94441441,0.268058642
6C_6122,0.523397093,0.49269359,0.900372462,-0.818728565,0.61768305,0.015256435,-1.291990975,0.123220392,-1.18893182,-0.257603925,0.202691067,0.381931954,-0.771571758,-0.11798568,0.113240787,-0.055586108,-1.152416585,0.865916867,-0.950801711,0.759538257,-0.181015123,0.438589005,-0.21442702,0.998449281,0.170993157,-0.347855636,0.080827505,0.106143217,-1.01901987,-0.627131766,0.565020016,-0.754993676,0.186261774,-0.564971576,-0.374128803,-0.820665891,0.606845884
6C_6124,0.133351274,0.119396629,0.47816626,-0.263275904,0.439961448,0.344174265,-0.139794999,0.870311253,-0.463785117,0.100490711,0.700604877,0.520482504,-1.175466875,-0.790370582,0.516157382,-0.088818763,-0.466288381,0.418383966,0.056473411,0.69229611,-0.083194227,0.205111376,-0.561845227,0.860110872,0.627358278,-0.547589726,0.846802211,-1.184285341,-0.137538961,-0.915748068,0.089119945,-0.348422356,-0.039457649,-1.147340033,0.819619201,-0.15948275,-0.684111925
6C_6125,-0.265992534,0.841956332,0.466566502,-0.05830225,0.708525361,0.276933263,-1.032067302,0.462981825,-1.101919199,0.070650376,0.506650326,0.809784302,-0.796609549,-0.515973824,0.271939926,-0.42233102,-0.480704494,0.505727483,-0.404841267,0.587141694,-0.261571275,0.55835421,-1.215291917,0.476903811,-0.086924102,-0.917756705,0.309699852,-0.626896666,-0.262364557,-0.696629218,0.05112113,-0.464971575,0.343378528,-0.964735759,0.455811275,-0.097930089,-0.095148155
6C_6126,0.531039256,0.234482351,0.854277159,-0.355790794,0.375634713,0.245335825,-0.285208355,-0.069756245,-1.35339935,0.056527981,0.681457763,0.563955001,-0.453693944,-0.489084838,0.14315965,-0.106903381,-0.113771181,0.947984281,0.105115719,0.240562752,-0.273900556,-0.021405721,0.093273465,0.225793156,0.300517147,-0.471634985,-0.027079888,-0.733212124,-1.095129925,-0.676603395,-0.210012201,-1.018117343,0.185918665,-0.988857899,0.648098003,-0.073068702,0.078546586
6C_6131,0.667308336,1.068051445,1.018979777,-0.488942367,-0.207950915,-0.101754808,-0.839259151,0.831590665,-0.989901212,-0.090868237,1.374855688,0.751747091,-0.596865724,-0.062470127,0.132534224,-0.397015728,-0.965638128,-0.4243408,-0.70074323,1.341908868,-0.474663448,-0.968581814,0.130341786,1.41987471,0.873490576,-0.4740639,0.828742465,-0.111326603,-0.163462657,-1.016721664,0.785280059,-1.138861226,-0.25330943,-0.597080004,-0.219573045,-0.842047449,0.894115612
6C_6132,0.041554932,1.072213698,1.185016533,-0.042291694,0.205516602,1.151843001,-1.226926578,0.261333633,-0.608952433,0.856642753,0.642901695,0.926640092,-0.687107266,-0.380544126,-0.695100509,-0.74077715,-0.485956159,0.504081889,-0.219670088,0.719384028,-0.109519691,-0.113094815,-0.156159567,0.852975282,0.574208669,-0.928179671,0.072729949,1.659064058,-0.773445143,-0.549109661,0.109000902,-1.029544275,0.143325365,0.38025941,0.105695122,-0.919850548,-0.379338736
6C_6133,0.517056455,0.594691796,0.961081276,-0.518353291,0.631847921,0.292258775,-0.754944886,0.650299901,-0.632031523,-0.184158939,0.955904205,0.966976058,-0.866291923,-0.35005917,-0.151916675,-0.933289576,0.003176965,0.686933679,-0.491714405,1.235438239,-0.100320201,0.283813979,-0.125039023,0.719533256,0.703572069,-0.596085681,0.736555913,-0.595737496,-0.428934511,-0.823916695,0.529532264,-0.987253543,-0.322696187,-1.042843566,0.336055262,-0.267272087,0.232568051
6C_6134,0.403829409,0.99791236,0.267359439,-0.073347505,-0.033258566,-0.013637845,-1.272640022,0.400045232,-0.239908389,-0.202670233,0.577609279,0.886594805,-0.394014738,-0.050390412,-0.441613918,-0.381107786,0.372554587,-0.288736304,-0.203442667,0.585683135,0.175613972,-0.697410731,0.283487251,0.863684192,0.787195,-1.231740323,0.359771212,-0.008524556,0.605512366,-0.999707078,-0.039329584,-0.961651087,0.441300818,-0.237874535,-0.07503405,0.174007165,0.522211536
6C_6137,0.80266977,0.690935505,0.520555868,-0.457621531,-0.209204443,0.454638427,-1.620504075,-0.200893099,-1.104899759,0.112257371,0.654764839,0.739204022,-0.332497682,-0.329215916,-0.176736527,-0.445153522,0.090436325,-0.093360622,-0.169036183,0.690343988,0.154812966,-0.584840627,0.019232117,0.776624191,0.984181195,-0.831605437,-0.114274863,-0.549398053,0.003223062,-0.854090089,0.841172942,-0.686639091,-0.117776384,-0.671259949,0.738454549,0.060537917,0.05085268
6C_6138,0.372780235,1.050942358,0.693994967,-0.028107935,-0.332029187,-0.151019498,-0.655400143,0.336937675,-0.374129345,-0.458908175,0.772472875,1.404403493,-0.29528489,-0.352528011,0.396100677,0.154160178,-0.663863726,-0.641114665,-0.587731414,0.157989948,-1.023186087,-0.281793632,0.503140925,1.45193985,1.676340634,-0.917119529,0.296541057,0.044736891,0.099790655,-0.848248112,1.01258239,-0.546812121,-0.671341833,-0.209538748,0.204544831,0.024487575,0.836235043
6C_6140,0.148925738,-0.002068309,0.660970459,0.552430347,0.007762617,0.539994907,-0.972186189,0.261618783,-0.237083602,0.274621587,-0.186805627,0.014128796,-0.230593931,0.115939223,-0.665210414,-0.446729801,-0.138826968,0.245929026,0.205846922,0.644223272,-0.023964484,-0.060575464,-0.143508263,0.298130586,0.175249889,-0.635850595,0.190298991,-0.228227774,-0.577303161,0.017748984,0.038214388,-1.052751821,0.135194099,-0.502891254,0.029011723,-0.01723044,0.559324645
6C_6142,0.425503644,0.62158732,0.59238854,0.521916783,-0.035377293,0.821603915,-0.817390599,0.232645405,0.235729738,0.649094384,0.038392594,0.649014729,-0.965191581,-0.852754975,-0.721545994,-0.728415882,-0.380719171,0.317405931,-0.32198036,0.795997602,-0.59189552,0.483383957,0.002023277,0.739681682,0.324091058,-0.090266684,0.2754893,0.075322746,-0.969914444,-0.371839104,0.946053735,-1.264349685,-0.013051035,-0.447080198,-0.20397532,-0.295865585,-0.165401126
6C_6148,-0.26754037,1.035411811,1.18050885,-0.840383601,0.458973363,-0.262978112,-0.106604982,0.682705564,-1.011763734,-0.701874996,0.947512297,1.254810148,-0.570474741,-0.640409606,0.144258096,-0.787429244,-0.181175323,0.627349164,0.248955564,0.491117042,-0.169754619,0.063470681,-0.440692469,1.160512474,0.75494844,-0.990226007,0.832522111,-0.733557959,-0.325144539,-0.716808743,0.407844967,-0.533612796,0.000476005,-1.18288378,0.873993307,0.075313004,-0.089766013
6C_6150,0.57541263,0.718072007,0.711171493,-0.197717863,0.980489141,0.595658904,-0.999772488,1.066021266,0.185974756,0.274584217,0.79365728,1.015639,-1.05214336,-1.00472076,0.486649674,-0.708174193,-0.216850609,1.047902569,-0.502674262,1.238861226,-0.179616694,0.180359965,-0.828822447,0.612262782,0.747280615,-0.292288653,0.990498411,-0.853973007,-0.448766667,-0.904442384,1.049537572,-0.499495134,0.146604389,-1.089295492,0.721346725,-0.344849963,-0.450661767
6C_6151,0.364095503,0.296525462,-0.055377024,-0.377799047,-0.306635867,0.532040623,-0.856444347,-0.280340594,-0.214749072,0.269097779,0.494001783,0.476672863,-0.401850555,-0.422150621,0.143774646,-0.026216331,-0.44139998,-0.03749219,-0.082173883,0.384273497,-0.430819858,-0.205223258,-0.387065108,0.341769792,0.576943292,-0.541323886,-0.17316655,-0.887633394,-0.235451501,-0.018698258,0.466446428,-0.892549082,0.264328031,-0.927313631,0.349436233,-0.292450069,0.667326615
6C_6153,-0.462757542,0.945876214,0.556827809,0.250071363,0.773884979,1.120951844,-0.352590742,0.673042728,0.104735773,0.800729247,0.513253863,0.512683657,-0.746563613,-0.313205695,-0.254948063,0.260036007,0.122004907,0.119244454,0.092952459,1.0195035,-0.383802403,-0.67465502,0.410923279,0.70225949,0.149163256,-1.092426876,0.725800294,-0.472445708,-0.80484521,-0.321499932,0.107880825,-1.247535013,-0.285439733,-1.054780099,0.520920934,-0.075941346,0.119662228
6C_6169,0.15127338,0.901437944,0.674996625,0.403295408,1.0222843,1.266406371,-0.0592972,1.756468074,0.702585193,1.135980306,0.50283151,0.517046727,-0.673784766,-0.718021512,-0.132634397,-1.080886338,-1.190690405,0.765895141,-0.108100051,1.135235851,-0.813835271,-0.025642578,-0.147345424,1.366599584,0.044268952,-1.22602491,1.472034697,-0.717611614,-1.057474496,-0.113244459,0.095571067,-0.694343404,0.007014972,-1.15892384,0.906754854,-0.401096077,-0.391154513
6C_6172,-0.176456291,0.370667463,0.41505133,-0.077558091,0.540394196,1.055013438,-0.692898438,0.672690737,0.243905346,1.121503691,-0.124376662,0.121392166,-0.93618109,-0.479854055,-0.433679053,-0.350583655,0.252012846,0.481828485,0.213486337,0.97063484,-0.667967349,1.660019988,0.506972608,0.137277413,-0.191501024,-0.051462522,0.620973411,-0.669943586,-1.54736803,-0.184511394,0.09969134,-1.522390795,0.232422944,-1.043366926,0.44772117,0.016832745,0.5631038
6C_6177,-0.596783683,-0.312184167,0.174414487,-0.88033997,0.260830932,1.162052985,0.5081258,1.087658605,-0.199072121,0.777130176,0.083328409,-0.480610706,-1.368706199,-1.207880992,-1.284426822,-1.405815693,-0.397784715,0.133814061,0.361100605,0.839871733,-0.925807842,0.461448,-0.006035914,0.327678931,-0.415931164,-1.237154723,1.126922784,-0.642772224,-1.44703216,-0.129112131,0.909528443,-1.419201425,0.855717816,-1.987958293,1.383915109,-0.309677627,-0.071914135
6C_6184,0.351293904,0.310816891,0.962493769,-0.722328406,1.260508107,1.188410072,-0.826440158,0.220038778,-0.229712344,0.924729678,0.712017053,0.313591667,-0.849104007,-1.211090115,-0.148506012,-0.822301081,-0.568282633,0.868259178,-0.389890685,0.746483623,-0.439076839,0.383822367,-0.063201374,0.751074084,-0.072224452,-0.624621264,0.500495819,-1.198050699,-1.337618568,-0.139704604,0.562504532,-0.963474254,0.771284154,-2.028591544,0.526326965,-0.253554146,0.259067667
6C_6192,0.63530388,0.140197311,0.523295318,-0.261769248,0.551024311,-0.269781799,0.344520303,0.213996443,-0.457679967,-0.310865239,0.502712025,0.401474786,-0.32316948,-0.430065776,0.32073387,0.009488998,0.06870155,0.2081911,0.32801936,-0.304989946,-0.230844174,-0.592557223,-0.297087869,0.385488428,-0.402104352,-0.419696333,0.141105341,-0.894242504,-0.662262009,-0.133123722,0.08970093,-0.77301032,0.104763582,-0.327763387,0.815368592,-0.2993886,0.12546233
6C_6194,-0.196928426,-1.042318188,0.596040364,0.099829806,1.161648448,0.75389698,-0.497886878,0.980858674,0.475817483,0.996148224,0.559364842,-0.801399922,-1.258106439,-0.64669584,0.024743541,-0.517606365,-1.401722603,1.211397277,1.228679167,0.680995504,-1.441159439,0.008720175,-0.785616893,0.540428578,-0.672163512,-0.005303923,1.279439223,-1.234574983,-1.102736754,-0.125192429,0.721329622,-0.989737092,0.356467602,-1.271280648,1.526623757,-0.672835243,-0.023651032
6C_6201,0.077983875,-0.388337217,0.606237054,-0.603602434,0.480087696,1.439181386,0.077236354,0.694972445,-0.429395176,1.028443412,0.470897335,-0.186000007,-0.644491221,-0.650202547,-0.748029542,-0.169965711,-0.371743709,0.742526521,0.791950786,0.966409519,-0.679311061,0.445400444,-0.749881847,0.084079145,-0.095729546,-0.410845659,0.451240819,-0.740061747,-1.007804215,0.036475994,0.095884447,-0.778294808,0.355899445,-0.975651868,1.228220706,-0.946970478,-0.178649059
6C_6202,0.476023305,-0.25114028,0.575378019,-0.552948086,0.228217773,0.308937829,-0.646440827,0.147203039,0.466642084,0.797385494,0.42372985,-0.392922489,-0.85840937,-0.014922478,-0.494590206,0.076729443,-0.550488664,0.446644121,0.853910797,0.68950722,-0.813556866,0.0972398,0.074172051,0.489933657,-0.579522438,-0.50276106,0.248739867,-0.062772485,-1.064052681,-0.258630249,0.567746797,-1.161398931,0.321757572,-0.74127547,1.120120852,-0.380421082,0.793226446
6C_6203,0.87735294,0.250864127,0.932407257,0.132380498,0.896529553,-0.771650361,0.098121247,0.421024385,0.033543114,-1.025275569,0.496178444,0.602466665,-0.976339724,-0.318705891,-0.431335764,0.416208797,-0.110517884,0.824653547,-0.257061869,0.612115323,-0.372731549,1.644935765,-0.478845,-0.570129152,-0.540875377,0.197644159,0.514170961,0.154115604,-0.674112936,0.180975565,-0.009014338,-0.895306729,-0.400384625,-1.054076582,-0.163317354,0.070779887,0.548287458
6C_6209,-0.53907995,0.579838593,0.631113399,-0.526029909,0.458144459,1.427260656,-0.219365722,1.206335064,0.418039805,1.49185242,0.362500334,0.304184559,-1.149853868,-0.525386534,-0.225527442,-0.806923935,-0.874909243,0.626476007,0.845617564,0.933166333,-0.84155436,-0.060685054,-0.520914575,0.756708393,-0.21436904,-0.550157095,1.250040729,-0.418788665,-1.424077771,-0.512284308,0.235507792,-0.923278699,0.434335244,-1.50419337,0.823915434,-0.469800169,0.545843186
6C_6210,-0.010214781,0.526950078,1.071973678,-0.112604548,0.660983383,0.880183081,-0.219338398,1.661129919,0.19433007,1.285137114,-0.1165081,0.403685642,-1.062057601,-0.003878649,-0.580000476,0.042442406,-0.108335799,0.420064523,0.282636206,0.982589053,-0.237787158,-0.985614425,0.063441117,0.54874451,-0.415487307,-1.162298285,1.198346323,-0.186084492,-1.4280426,-0.413004592,-0.141427854,-1.167725945,0.35820065,-0.596123337,-0.188613153,-0.221274068,0.406436422
6C_6217,0.030450382,0.69597969,0.98356427,-0.644937014,0.828966772,1.602403324,-0.137663041,1.009124528,0.424421771,1.517334486,0.691660569,0.551779945,-0.927549996,-0.269809627,-0.088410519,-0.542427636,-0.600737727,1.14397477,0.108324668,0.920038443,-0.478416233,-0.224923883,-0.372357967,0.786920539,-0.329265373,-0.624362222,0.989261529,-0.330474893,-0.89116176,-0.666512485,0.576123304,-0.800033185,0.665053274,-0.865208004,0.475151743,-0.361034068,0.052530062
6C_6220,-0.708459461,0.265927391,0.299363719,-0.543617945,0.766875592,1.323851763,-0.628145142,0.828327705,0.004936445,1.083176263,0.375226438,-0.226381476,-1.416044869,-0.029916798,-0.180602504,0.24772743,-0.517082511,0.347720952,-0.154512986,1.330541954,-0.276356363,0.005160047,-0.523223038,0.279356962,-0.282750981,-0.904979993,0.962218972,-0.715594542,-1.576255266,-0.269383622,0.280530592,-1.185849376,0.68283916,-1.20598744,0.309453079,-0.794719972,0.087090319
6C_6237,-0.24087208,0.141221628,0.815994968,-0.083393277,0.439940748,1.214607038,-0.3707234,0.986595216,0.176190338,0.906669657,0.214897141,-0.159453209,-0.92803713,-0.917533989,-1.062331082,-0.727635115,-0.417287299,1.28014981,0.387612651,0.989482669,-0.817394534,0.986021383,-0.254686164,0.053652015,-0.50985559,-0.228731797,0.854134015,0.363108224,-0.852167568,0.056620029,0.552162543,-1.016159631,0.640975326,-1.087487107,0.174563842,-0.927226239,-0.361197163
6C_6240,0.320088169,0.976082413,0.68410754,-0.217379128,1.461848438,0.919941851,-1.123212212,1.603199027,0.104784921,0.741420064,0.469296284,0.752650894,-0.140718846,-0.527371729,0.102489891,-0.731636793,-0.600107822,1.487563937,-0.67132402,0.673128635,-0.538680898,0.945393785,-1.226415846,0.922672492,0.042607935,0.142765308,1.134955017,-0.220950443,-0.774481998,-0.829631944,0.028041375,-0.249186251,-0.15622861,-1.206618418,-0.467317057,-0.219024985,-0.323966321
6C_6241,-0.00774427,0.789633779,0.324171946,0.726189865,0.641456353,0.027034578,-0.359045329,0.812273749,-0.082993886,-0.047957968,0.315396117,0.159144834,-0.440525749,0.126838084,0.148060044,0.27520605,-0.730100367,1.384476301,-0.70781888,-0.292652528,-0.981257352,1.162161249,-0.677246322,-0.053304733,-0.399556308,0.102182553,0.65783162,0.919205442,-1.714112737,0.324950121,-0.653114622,-0.473305926,0.48121636,-0.62169027,-1.490672744,-0.344664604,0.13849447
6C_6242,0.018197042,-0.153127075,0.476183425,-0.546207761,1.088561518,0.914585896,-0.274245483,1.123924766,0.078315851,0.646052387,0.908966223,0.08834181,-0.351056147,-0.425186346,0.341459031,-0.498553857,-1.162087817,0.538456121,0.996542658,0.758040304,-0.560911909,-0.332030521,-0.872815227,0.95538046,-0.075101147,-0.64386683,0.956320443,-1.081401947,-1.10994849,-0.44510091,0.481661551,-0.659624634,0.377765683,-0.930738895,1.397361229,-0.626383661,-0.321354952
6C_6244,-0.060562485,0.299259968,0.771976438,-0.0156867,0.923075838,1.422909028,-0.327170877,1.108200873,0.810450715,1.388764076,0.219717643,0.089106571,-0.8447441,-0.157124748,-0.762009409,-0.003434432,-0.235765535,0.650429833,0.818007641,0.633512522,-0.376536127,0.599082665,-0.089702705,0.481838999,-0.032669275,-0.295953393,1.044322281,-0.678187731,-1.138405324,-1.005252308,0.10848511,-0.970818425,0.058290005,-1.039840142,0.41946006,0.60299051,0.206310297
6C_6258,0.285928338,0.557840729,1.129902939,-0.439495449,0.797104934,-0.139266466,0.521930458,0.677358049,-0.200051666,-0.438414368,0.834264121,0.839106285,-0.70076993,-0.667554156,0.126918503,-0.375259445,-0.089712997,0.671769434,-0.044762306,1.080237175,-0.480356637,-0.476788801,-0.386820579,0.467781665,0.288502114,-0.861488456,0.473279835,-0.221850205,-0.587496209,-0.658207338,0.000411709,-0.549985675,0.488933454,-0.734490493,0.524178041,0.132425504,-0.185908285
6C_6284,0.809716548,0.437510694,-0.09221088,-0.415524424,-0.00448744,-0.657171083,-1.152811403,0.331638346,-0.143177888,-0.695742077,0.385016913,0.585076455,-0.066386545,0.009388411,0.752370434,0.506921408,0.20888529,-0.416264188,-0.230015523,0.271291966,0.281044011,-0.104561288,-0.040538179,0.77743283,0.405745536,-0.439768435,0.314148549,-0.675095825,-0.274219001,-0.763170231,0.809161718,-0.627098901,-0.313143877,-0.392877039,0.841737857,-0.308279785,0.829329848
6C_6396,0.848409205,-0.47039022,0.332901173,0.053855155,0.690926817,0.522067592,0.494016336,0.477256087,-0.463815594,0.518116032,0.25698653,-0.314079034,-1.189633832,-0.506043906,-0.239084159,-0.408261151,-1.608318362,0.484890197,0.364844742,0.452771555,-0.813462031,-0.961541556,0.135212866,0.588366694,-0.469672316,-0.655586433,0.771099576,-0.440261702,-1.01115967,0.064753221,0.44370981,-1.08149801,0.15020377,-0.973909961,0.467363504,-0.219195031,0.530474888
6C_6413,0.453319285,-0.090302826,0.427774266,-0.442945172,0.034360545,-0.114389827,-0.695252547,0.472546053,0.070703733,0.111060409,0.636077313,0.260912426,-0.201224784,0.019962438,-0.458767229,0.098930616,-0.184815354,0.200006746,0.76044272,0.963701649,-0.422597167,-0.212599011,0.141352506,0.451089365,0.010378994,-0.315041735,0.375770706,-0.10750337,-0.410345958,0.038311942,0.45285637,-1.11045466,0.406093707,-0.459675877,1.132741972,-0.80559282,0.481160109
6C_6901,0.638438683,1.460402007,0.461653518,-0.304741835,0.322554654,0.345585556,-0.801195297,0.211932771,0.082295203,0.489763494,0.502929122,1.181781761,0.325330771,-0.622296842,-0.7267781,-0.39098979,-0.294324159,0.349326089,-0.244283132,-0.072273317,0.256574531,0.33261625,-0.645886657,0.590428708,0.608799754,-0.306808492,0.168032772,-0.124033352,-0.61899439,-0.673579279,-0.029560701,-0.606704444,-0.32173385,-0.64252803,0.436084536,-0.392656298,-0.309505007
6C_6909,0.199009361,-0.074656064,-0.037895777,-1.096668548,0.582097349,0.718909122,0.45627724,1.364954614,-0.654993698,0.406905602,0.853236633,0.236209279,-1.972054174,-0.405159181,0.304112208,-0.506752469,-0.171638543,0.368868085,-0.005943223,1.128153217,-0.965597983,0.490506688,-0.496947686,0.248108928,-0.286027937,-0.153599203,1.459018406,-1.537845199,-1.503027106,-0.582559283,0.48062547,-1.423395262,0.194511987,-1.195717949,0.613704783,-1.04956239,-0.249213276
6C_6924,0.215673434,0.021580876,0.436600035,-0.388764925,1.234995373,-0.43286554,0.136133425,0.474925815,-0.266034589,-1.244137322,0.828782345,0.341577589,-0.537035215,-0.621366753,1.018089529,-0.004202719,-0.483935634,1.158373842,-0.177628099,0.447905314,-0.230663117,0.78054136,-0.812378172,0.737674235,0.107835082,-0.007492723,0.549607168,-1.043400099,-0.384566083,0.092749926,-0.164347971,-0.077642299,-0.240944324,-0.89404417,0.557531244,-0.145909125,-0.467499146
6C_6932,1.119104508,0.748460456,-0.086870282,-0.303301301,0.388306871,-0.104492041,0.594691958,0.859365983,-0.695886007,-0.631161334,0.750823131,0.614250969,0.45832938,-0.447364555,0.284398464,-0.415473649,-0.421609267,0.415299297,-0.526279366,0.450446464,0.289990608,-0.466234753,-0.567578273,1.433089042,0.613990916,-0.905137514,0.840891415,0.054482219,-0.228307009,-0.006282993,0.52835625,-0.518673172,0.055172754,-0.770959758,-0.053393462,-0.095804565,0.174846259
6C_6940,1.348720718,0.68588285,0.870733445,-0.208744585,0.409091669,-1.353657007,-0.555551862,1.017129823,-0.751136521,-1.698028349,1.043134798,0.688428545,-1.24465546,-0.987884011,0.737351129,-0.735503998,-0.620387535,0.938720153,-0.859141522,0.682111937,-0.888766331,0.503841688,-0.15038848,0.966461275,0.266537482,0.151187186,1.295232291,-0.255678942,-0.803933758,-0.66173348,0.766774397,-0.561085647,-0.225033789,-0.922986441,-0.669805112,-0.379929421,0.594063452
6C_6945,0.523973853,0.439757523,0.514377194,-1.059070005,1.187651388,1.614619344,-0.397689478,1.169250657,-0.955974012,1.842911947,0.602706946,0.164040345,-0.707770836,-1.066872668,0.486043618,-1.513602629,-1.234492427,0.558821881,-0.510585838,0.511085755,-1.029857002,-0.513786287,-1.222194015,1.081933357,0.0640898,-0.385026785,1.061874651,-1.343778421,-0.513965465,-0.42391871,0.041615855,-0.708715316,0.022441506,-0.926475386,1.099933705,-0.990513459,0.256106508
6C_6951,0.535110682,0.410514032,0.703484448,0.000329794,0.968327555,0.351548057,0.490814911,1.387476129,-0.684968923,-0.29705981,0.815130825,0.5707484,-0.805776188,-0.936572728,0.975880387,-0.687702973,-0.418189891,1.359985709,-0.417626073,-0.311166136,-0.09228367,0.74398867,-1.148385779,0.9560137,-0.184095298,0.43200246,1.366184431,-1.197501025,-0.972739139,-0.658753155,-0.181589686,-0.211620184,-0.900374454,-1.148223372,0.19475621,0.035882083,-1.190277325
6C_6966,0.140656887,1.232837155,0.839568504,-0.205846182,0.986480677,-0.875149772,-0.349825448,0.610582159,-0.326375758,-1.022940571,1.122248701,0.942210049,-0.521152595,-0.090654957,0.681794034,-0.779046094,0.05319997,0.966567731,-1.26939366,0.501340597,0.055766478,0.101081363,0.071846527,1.171151816,0.500140603,-0.531309767,0.56119991,-0.608835245,-0.388599444,-0.610026231,0.122174937,-0.118678034,0.03673084,-1.03137468,-0.31918914,0.055263827,-0.030973683
6C_6969,-0.497054188,-0.157832644,0.540877488,-0.218123631,0.682940872,1.77275361,0.660321487,1.006224927,0.729041691,1.660969969,0.244545352,-0.149605814,-1.831518838,-1.271821056,-0.21024293,-1.392858345,-1.319105281,-0.086833712,0.319075718,1.37513107,-0.611451908,0.007134358,-1.424420604,0.113013378,-0.221451761,-1.371517029,1.489618898,-0.866842603,-1.445188525,-0.524030138,1.306318256,-0.919229052,1.14979677,-1.289113399,0.875545392,-0.632835603,-0.118784105
6C_6974,0.07467019,0.568191641,0.468084903,-0.29531363,0.681169375,0.179589255,-0.641169162,0.887833848,-0.312972016,0.047067681,0.771035016,0.882620479,-0.698581221,-0.568771294,-0.377102056,0.054758544,-0.375642509,0.036454779,0.157507199,0.240171322,-0.119180966,0.719624513,-0.507889351,0.951580516,0.411698452,-0.457911277,0.966710986,-0.344787172,-0.144648106,-0.562746566,0.213209138,-0.126448006,0.241710382,-0.849921625,1.082735484,0.224626692,-0.524165999
6C_6976,0.952047002,0.479496962,1.044834107,-0.333844222,0.634780432,0.243173224,0.372353983,0.697379574,0.006904103,-0.26389394,0.549260926,0.650405397,-0.304784474,-0.596897631,0.020253043,-0.091475122,-0.442003848,0.815705588,-0.125477986,0.481734251,-0.666896257,-0.331870725,-0.446903485,0.755716583,0.009312057,-0.804539479,0.837581775,-1.025571602,-0.587124511,-0.64670567,0.564492958,-0.470855696,0.34929416,-0.823642065,0.233189767,-0.062664704,-1.006091135
